id_ids	forma	valor_original	concepto_en	concepticon_gloss	concepticon_id	capitulo_id	capitulo	comentario
308-1-210-1	hoyri	hoyri; hoi-re	earth, land	LAND	626	1	El mundo físico	Also hoi-ri; hoy-tu. Also recorded is [paatcha], prob. from Quechua 'pacha'.
308-1-210-2	hoi-re	hoyri; hoi-re	earth, land	LAND	626	1	El mundo físico	Also hoi-ri; hoy-tu. Also recorded is [paatcha], prob. from Quechua 'pacha'.
308-1-212-1	hoyri	hoyri; ttunar; hoy-tu	earth=ground, soil	EARTH (SOIL)	1228	1	El mundo físico	
308-1-212-2	ttunar	hoyri; ttunar; hoy-tu	earth=ground, soil	EARTH (SOIL)	1228	1	El mundo físico	
308-1-212-3	hoy-tu	hoyri; ttunar; hoy-tu	earth=ground, soil	EARTH (SOIL)	1228	1	El mundo físico	
308-1-213-1	pockor	pockor	dust	DUST	2	1	El mundo físico	
308-1-214-1	yot-to	yot-to; quis-ti	mud	MUD	640	1	El mundo físico	
308-1-214-2	quis-ti	yot-to; quis-ti	mud	MUD	640	1	El mundo físico	
308-1-215-1	horckte	horckte; si-tche-re	sand	SAND	671	1	El mundo físico	
308-1-215-2	si-tche-re	horckte; si-tche-re	sand	SAND	671	1	El mundo físico	
308-1-220-1	ckabur	ckabur; caur	mountain, hill	MOUNTAIN OR HILL	2118	1	El mundo físico	Also cabur; cahur; kaur.
308-1-220-2	caur	ckabur; caur	mountain, hill	MOUNTAIN OR HILL	2118	1	El mundo físico	Also cabur; cahur; kaur.
308-1-230-1	tul-va	tul-va; ttul-va	plain, field	PLAIN	652	1	El mundo físico	Also tul-ba; bac-ka; back-cka; paca; katur.
308-1-230-2	ttul-va	tul-va; ttul-va	plain, field	PLAIN	652	1	El mundo físico	Also tul-ba; bac-ka; back-cka; paca; katur.
308-1-240-1	ckalal	ckalal	valley	VALLEY	921	1	El mundo físico	
308-1-280-1	toco	toco; [ckoiba]	cave	CAVE	1155	1	El mundo físico	The latter, prob. loanword from Span. 'cueva'. Cf. 'hole' 12.850.
308-1-280-2	ckoiba	toco; [ckoiba]	cave	CAVE	1155	1	El mundo físico	The latter, prob. loanword from Span. 'cueva'. Cf. 'hole' 12.850.
308-1-310-1	puri	puri; puy; [yacko]	water	WATER	948	1	El mundo físico	The latter prob. from Quechua 'yacu'.
308-1-310-2	puy	puri; puy; [yacko]	water	WATER	948	1	El mundo físico	The latter prob. from Quechua 'yacu'.
308-1-310-3	yacko	puri; puy; [yacko]	water	WATER	948	1	El mundo físico	The latter prob. from Quechua 'yacu'.
308-1-360-1	back-cka	back-cka; vac-ka	river, stream, brook	FLOWING BODY OF WATER	3311	1	El mundo físico	Also birinatur; backcka. The latter is also given for 'plain, field' 01.230.
308-1-360-2	vac-ka	back-cka; vac-ka	river, stream, brook	FLOWING BODY OF WATER	3311	1	El mundo físico	Also birinatur; backcka. The latter is also given for 'plain, field' 01.230.
308-1-362-1	tchinckonao	tchinckonao; ckoi-man	whirlpool	WHIRLPOOL	1982	1	El mundo físico	
308-1-362-2	ckoi-man	tchinckonao; ckoi-man	whirlpool	WHIRLPOOL	1982	1	El mundo físico	
308-1-370-1	cherejner	cherejner; cheresner; cheresnir	spring, well	SPRING OR WELL	2144	1	El mundo físico	
308-1-370-2	cheresner	cherejner; cheresner; cheresnir	spring, well	SPRING OR WELL	2144	1	El mundo físico	
308-1-370-3	cheresnir	cherejner; cheresner; cheresnir	spring, well	SPRING OR WELL	2144	1	El mundo físico	
308-1-420-1	yali	yali; yaii	tree (cf 08.600)	TREE	906	1	El mundo físico	
308-1-420-2	yaii	yali; yaii	tree (cf 08.600)	TREE	906	1	El mundo físico	
308-1-440-1	ckaitchi	ckaitchi; cai-chi	stone, rock	STONE OR ROCK	2125	1	El mundo físico	Also tocknar; ckat-tu; tchickal.
308-1-440-2	cai-chi	ckaitchi; cai-chi	stone, rock	STONE OR ROCK	2125	1	El mundo físico	Also tocknar; ckat-tu; tchickal.
308-1-520-1	ckapin	ckapin; caapin	sun	SUN	1343	1	El mundo físico	Also capin; cappin; hapin. The latter also means 'day'.
308-1-520-2	caapin	ckapin; caapin	sun	SUN	1343	1	El mundo físico	Also capin; cappin; hapin. The latter also means 'day'.
308-1-530-1	ckamur	ckamur; cáhmor	moon	MOON	1313	1	El mundo físico	Also jamur; camur. Also mean 'month' 14.710.
308-1-530-2	cáhmor	ckamur; cáhmor	moon	MOON	1313	1	El mundo físico	Also jamur; camur. Also mean 'month' 14.710.
308-1-540-1	haalar	haalar; halar; ahlar	star	STAR	1430	1	El mundo físico	
308-1-540-2	halar	haalar; halar; ahlar	star	STAR	1430	1	El mundo físico	
308-1-540-3	ahlar	haalar; halar; ahlar	star	STAR	1430	1	El mundo físico	
308-1-560-1	lul-an-tur	lul-an-tur	thunder	THUNDER	1150	1	El mundo físico	
308-1-580-1	ckoimar	ckoimar	storm	STORM	858	1	El mundo físico	
308-1-590-1	ckoitchi	ckoitchi	rainbow	RAINBOW	1733	1	El mundo físico	
308-1-610-1	lalcktchir	lalcktchir	light (noun)	LIGHT (RADIATION)	630	1	El mundo físico	
308-1-630-1	minas	minas	shade, shadow	SHADE	1388	1	El mundo físico	
308-1-710-1	ckelinar	ckelinar; [huayra]	air	AIR	27	1	El mundo físico	The latter, prob. from Quechua 'huayra'.
308-1-710-2	huayra	ckelinar; [huayra]	air	AIR	27	1	El mundo físico	The latter, prob. from Quechua 'huayra'.
308-1-720-1	ckuri	ckuri; khuri; khuro	wind	WIND	960	1	El mundo físico	Also ckuri; ckoimar; cirba.
308-1-720-2	khuri	ckuri; khuri; khuro	wind	WIND	960	1	El mundo físico	Also ckuri; ckoimar; cirba.
308-1-720-3	khuro	ckuri; khuri; khuro	wind	WIND	960	1	El mundo físico	Also ckuri; ckoimar; cirba.
308-1-730-1	molti	molti; molle; molte	cloud	CLOUD	1489	1	El mundo físico	Also kara; cara.
308-1-730-2	molle	molti; molle; molte	cloud	CLOUD	1489	1	El mundo físico	Also kara; cara.
308-1-730-3	molte	molti; molle; molte	cloud	CLOUD	1489	1	El mundo físico	Also kara; cara.
308-1-740-1	molte	molte; molle	fog	FOG	249	1	El mundo físico	
308-1-740-2	molle	molte; molle	fog	FOG	249	1	El mundo físico	
308-1-750-1	saire	saire; zaire; sairi	rain (noun)	RAIN (PRECIPITATION)	658	1	El mundo físico	Also sairina.
308-1-750-2	zaire	saire; zaire; sairi	rain (noun)	RAIN (PRECIPITATION)	658	1	El mundo físico	Also sairina.
308-1-750-3	sairi	saire; zaire; sairi	rain (noun)	RAIN (PRECIPITATION)	658	1	El mundo físico	Also sairina.
308-1-760-1	tsimir	tsimir; tchi-mir	snow (noun)	SNOW	784	1	El mundo físico	
308-1-760-2	tchi-mir	tsimir; tchi-mir	snow (noun)	SNOW	784	1	El mundo físico	
308-1-810-1	ho-hónima	ho-hónima; humur; ckelar	fire	FIRE	221	1	El mundo físico	Also hamur.
308-1-810-2	humur	ho-hónima; humur; ckelar	fire	FIRE	221	1	El mundo físico	Also hamur.
308-1-810-3	ckelar	ho-hónima; humur; ckelar	fire	FIRE	221	1	El mundo físico	Also hamur.
308-1-830-1	ttoy-ur	ttoy-ur	smoke (noun)	SMOKE (EXHAUST)	778	1	El mundo físico	
308-1-840-1	tchili	tchili	ashes	ASH	646	1	El mundo físico	
308-1-841-1	ckelar	ckelar	embers	EMBERS	67	1	El mundo físico	
308-1-851-1	ho-na-tur	ho-na-tur	burn (vb trans)	BURN (SOMETHING)	141	1	El mundo físico	
308-1-852-1	lock-tur	lock-tur; tu-mai-na-tur	burn (vb intrans)	BURNING	1428	1	El mundo físico	
308-1-852-2	tu-mai-na-tur	lock-tur; tu-mai-na-tur	burn (vb intrans)	BURNING	1428	1	El mundo físico	
308-1-860-1	loc-kun-tur	loc-kun-tur; hay-ian-tur	light, kindle, ignite	LIGHT (IGNITE)	737	1	El mundo físico	
308-1-860-2	hay-ian-tur	loc-kun-tur; hay-ian-tur	light, kindle, ignite	LIGHT (IGNITE)	737	1	El mundo físico	
308-1-861-1	si-an-tur	si-an-tur	extinguish	EXTINGUISH	127	1	El mundo físico	
308-1-880-1	hackamur	hackamur; hak'amur	firewood	FIREWOOD	10	1	El mundo físico	Also means 'staff, walking stick' 19.250.
308-1-880-2	hak'amur	hackamur; hak'amur	firewood	FIREWOOD	10	1	El mundo físico	Also means 'staff, walking stick' 19.250.
308-2-210-1	sima	sima; sim-ma	man (vs. woman)	MAN	1554	2	Parentesco	Also kónte; conti, which also means 'people'.
308-2-210-2	sim-ma	sima; sim-ma	man (vs. woman)	MAN	1554	2	Parentesco	Also kónte; conti, which also means 'people'.
308-2-220-1	lickau	lickau; liq'cau	woman	WOMAN	962	2	Parentesco	Also likau; licau.
308-2-220-2	liq'cau	lickau; liq'cau	woman	WOMAN	962	2	Parentesco	Also likau; licau.
308-2-230-1	ttari	ttari; t'ari	male	MALE (OF PERSON)	2261	2	Parentesco	
308-2-230-2	t'ari	ttari; t'ari	male	MALE (OF PERSON)	2261	2	Parentesco	
308-2-240-1	qui-bur	qui-bur; liq-cau	female	FEMALE (OF PERSON)	2260	2	Parentesco	For example, zahli liq-cau 'sister'.
308-2-240-2	liq-cau	qui-bur; liq-cau	female	FEMALE (OF PERSON)	2260	2	Parentesco	For example, zahli liq-cau 'sister'.
308-2-250-1	pauna	pauna; sima pauna	boy	BOY	1366	2	Parentesco	Also ppauna; pani; panck-ti; paunichqui.
308-2-250-2	sima pauna	pauna; sima pauna	boy	BOY	1366	2	Parentesco	Also ppauna; pani; panck-ti; paunichqui.
308-2-251-1	yaalir	yaalir; baina	young man (adolescent)	YOUNG MAN	76	2	Parentesco	
308-2-251-2	baina	yaalir; baina	young man (adolescent)	YOUNG MAN	76	2	Parentesco	
308-2-260-1	lickau pauna	lickau pauna; pauna licau	girl	GIRL	1646	2	Parentesco	
308-2-260-2	pauna licau	lickau pauna; pauna licau	girl	GIRL	1646	2	Parentesco	
308-2-261-1	ay-ián	ay-ián	young woman (adolescent)	YOUNG WOMAN	77	2	Parentesco	
308-2-270-1	pauna	pauna; panck-ti	child	CHILD (YOUNG HUMAN)	1304	2	Parentesco	Also paunicaiqui.
308-2-270-2	panck-ti	pauna; panck-ti	child	CHILD (YOUNG HUMAN)	1304	2	Parentesco	Also paunicaiqui.
308-2-310-1	sima	sima; sim-ma	husband	HUSBAND	1200	2	Parentesco	
308-2-310-2	sim-ma	sima; sim-ma	husband	HUSBAND	1200	2	Parentesco	
308-2-320-1	licki	licki; kiqui	wife	WIFE	1199	2	Parentesco	
308-2-320-2	kiqui	licki; kiqui	wife	WIFE	1199	2	Parentesco	
308-2-350-1	tickan	tickan; tic'han	father	FATHER	1217	2	Parentesco	Also itica; tu'han.
308-2-350-2	tic'han	tickan; tic'han	father	FATHER	1217	2	Parentesco	Also itica; tu'han.
308-2-360-1	patta	patta; pat'ta	mother	MOTHER	1216	2	Parentesco	Also ipata; pata.
308-2-360-2	pat'ta	patta; pat'ta	mother	MOTHER	1216	2	Parentesco	Also ipata; pata.
308-2-410-1	pahni	pahni; panni	son	SON	1620	2	Parentesco	
308-2-410-2	panni	pahni; panni	son	SON	1620	2	Parentesco	
308-2-420-1	pahni lickau	pahni lickau; pahni liq'cau	daughter	DAUGHTER	1357	2	Parentesco	Also pani lic-cau.
308-2-420-2	pahni liq'cau	pahni lickau; pahni liq'cau	daughter	DAUGHTER	1357	2	Parentesco	Also pani lic-cau.
308-2-440-1	pitchau	pitchau; sahli	brother	BROTHER	1262	2	Parentesco	Also zahli; sali; pichao.
308-2-440-2	sahli	pitchau; sahli	brother	BROTHER	1262	2	Parentesco	Also zahli; sali; pichao.
308-2-445-1	sulcka	[sulcka]	younger brother	YOUNGER BROTHER	1760	2	Parentesco	Prob. from Quechua 'sullka'.
308-2-450-1	sahli lickau	sahli lickau; zahli liqcau	sister	SISTER	1263	2	Parentesco	Also sale saalipinau.
308-2-450-2	zahli liqcau	sahli lickau; zahli liqcau	sister	SISTER	1263	2	Parentesco	Also sale saalipinau.
308-2-458-1	pinnau	pinnau	twins	TWINS	1005	2	Parentesco	
308-2-460-1	aulo	[aulo]	grandfather	GRANDFATHER	1383	2	Parentesco	Loanword, prob. from Spanish 'abuelo'.
308-2-461-1	ckonicks	ckonicks; muy-i	old man	OLD MAN	406	2	Parentesco	
308-2-461-2	muy-i	ckonicks; muy-i	old man	OLD MAN	406	2	Parentesco	
308-2-471-1	ckannau	ckannau	old woman	OLD WOMAN	907	2	Parentesco	
308-2-480-1	ckamai	ckamai; cahmai	grandson	GRANDSON	1618	2	Parentesco	
308-2-480-2	cahmai	ckamai; cahmai	grandson	GRANDSON	1618	2	Parentesco	
308-2-530-1	pitchipani	pitchipani	nephew	NEPHEW	1063	2	Parentesco	
308-2-540-1	salipani	salipani	niece	NIECE	1642	2	Parentesco	
308-2-620-1	ttosi	ttosi	mother-in-law (of a man)	MOTHER-IN-LAW (OF MAN)	2257	2	Parentesco	
308-2-750-1	pucki	pucki; puk'i; puqui	orphan	ORPHAN	1149	2	Parentesco	Also backtcha.
308-2-750-2	puk'i	pucki; puk'i; puqui	orphan	ORPHAN	1149	2	Parentesco	Also backtcha.
308-2-750-3	puqui	pucki; puk'i; puqui	orphan	ORPHAN	1149	2	Parentesco	Also backtcha.
308-2-910-1	ackcka	ackcka; acsa; akia	I	I	1209	2	Parentesco	Also ac-ca.
308-2-910-2	acsa	ackcka; acsa; akia	I	I	1209	2	Parentesco	Also ac-ca.
308-2-910-3	akia	ackcka; acsa; akia	I	I	1209	2	Parentesco	Also ac-ca.
308-2-920-1	tchema	tchema; chema	you (singular)	THOU	1215	2	Parentesco	
308-2-920-2	chema	tchema; chema	you (singular)	THOU	1215	2	Parentesco	
308-2-930-1	ía	ía; ckachir (ckatchbi); ilckau-ya	he/she/it	HE OR SHE OR IT	262	2	Parentesco	Respectively: from San Román; from Vaisse et alii; Vaisse et alii. The morpheme ia also functions as a definite article: ckuruia 'the wind'; ckamuria 'the moon'; ckapinia 'the sun'; simaia 'the man'.
308-2-930-2	ckachir	ía; ckachir (ckatchbi); ilckau-ya	he/she/it	HE OR SHE OR IT	262	2	Parentesco	Respectively: from San Román; from Vaisse et alii; Vaisse et alii. The morpheme ia also functions as a definite article: ckuruia 'the wind'; ckamuria 'the moon'; ckapinia 'the sun'; simaia 'the man'.
308-2-930-3	ilckau-ya	ía; ckachir (ckatchbi); ilckau-ya	he/she/it	HE OR SHE OR IT	262	2	Parentesco	Respectively: from San Román; from Vaisse et alii; Vaisse et alii. The morpheme ia also functions as a definite article: ckuruia 'the wind'; ckamuria 'the moon'; ckapinia 'the sun'; simaia 'the man'.
308-2-940-1	ckunna	ckunna; cunna	we	WE	1212	2	Parentesco	Also kunna; ckun; vaina.
308-2-940-2	cunna	ckunna; cunna	we	WE	1212	2	Parentesco	Also kunna; ckun; vaina.
308-2-950-1	chime	chime	you (plural)	YOU	1213	2	Parentesco	
308-2-960-1	ickota	ickota; k'hota-cota; ícota	they	THEY	817	2	Parentesco	
308-2-960-2	k'hota-cota	ickota; k'hota-cota; ícota	they	THEY	817	2	Parentesco	
308-2-960-3	ícota	ickota; k'hota-cota; ícota	they	THEY	817	2	Parentesco	
308-3-130-1	ckibur	ckibur	female (adj)	FEMALE (OF ANIMAL)	2262	3	Animales	For example, lockma ckibur '(female) dog'.
308-3-350-1	ckutchi	[ckutchi]	pig	PIG	1337	3	Animales	Prob. from common term 'cochi/coche/ cochino'.
308-3-540-1	athalpa	[athalpa]	hen	HEN	1514	3	Animales	Prob. from Quechua 'atahuallpa'.
308-3-550-1	pani	pani; [tchiuchi]	chicken	CHICKEN	1318	3	Animales	The latter prob. from Quechua 'chiuchi'.
308-3-550-2	tchiuchi	pani; [tchiuchi]	chicken	CHICKEN	1318	3	Animales	The latter prob. from Quechua 'chiuchi'.
308-3-570-1	tchockbar	tchockbar; chopor	duck	DUCK	1360	3	Animales	Also chopar; tchun-tchurún.
308-3-570-2	chopor	tchockbar; chopor	duck	DUCK	1360	3	Animales	Also chopar; tchun-tchurún.
308-3-580-1	hitan	hitan	nest	NEST	539	3	Animales	
308-3-581-1	latchir	latchir; laachir; lacira	bird	BIRD	937	3	Animales	
308-3-581-2	laachir	latchir; laachir; lacira	bird	BIRD	937	3	Animales	
308-3-581-3	lacira	latchir; laachir; lacira	bird	BIRD	937	3	Animales	
308-3-584-1	vitti	vitti	eagle	EAGLE	1905	3	Animales	
308-3-593-1	haari	haari	crow	CROW	913	3	Animales	
308-3-594-1	ckir-ckir	ckir-ckir; toiva	dove	DOVE	1853	3	Animales	
308-3-594-2	toiva	ckir-ckir; toiva	dove	DOVE	1853	3	Animales	
308-3-596-1	ckoscko	ckoscko; cos-co; [tuckur]	owl	OWL	735	3	Animales	The latter prob. from Quechua 'ttucu'.
308-3-596-2	cos-co	ckoscko; cos-co; [tuckur]	owl	OWL	735	3	Animales	The latter prob. from Quechua 'ttucu'.
308-3-596-3	tuckur	ckoscko; cos-co; [tuckur]	owl	OWL	735	3	Animales	The latter prob. from Quechua 'ttucu'.
308-3-610-1	lockma	lockma; lojma; locjma	dog	DOG	2009	3	Animales	Also lokma; tcholo.
308-3-610-2	lojma	lockma; lojma; locjma	dog	DOG	2009	3	Animales	Also lokma; tcholo.
308-3-610-3	locjma	lockma; lojma; locjma	dog	DOG	2009	3	Animales	Also lokma; tcholo.
308-3-614-1	puluckur	puluckur; cururo	rabbit	RABBIT	1136	3	Animales	
308-3-614-2	cururo	puluckur; cururo	rabbit	RABBIT	1136	3	Animales	
308-3-620-1	mitchi	[mitchi]	cat	CAT	1208	3	Animales	From common term 'michi'.
308-3-630-1	ckilli	ckilli; ckilir; killi	mouse, rat	MUROID (MOUSE OR RAT)	2139	3	Animales	Also quiler.
308-3-630-2	ckilir	ckilli; ckilir; killi	mouse, rat	MUROID (MOUSE OR RAT)	2139	3	Animales	Also quiler.
308-3-630-3	killi	ckilli; ckilir; killi	mouse, rat	MUROID (MOUSE OR RAT)	2139	3	Animales	Also quiler.
308-3-650-1	ckacktchi	ckacktchi	fish	FISH	227	3	Animales	Also means 'good' 16.710.
308-3-720-1	ckuru	ckuru; kúh-ri	lion	LION	1386	3	Animales	
308-3-720-2	kúh-ri	ckuru; kúh-ri	lion	LION	1386	3	Animales	
308-3-740-1	tchapur	tchapur; tschápur	fox	FOX	1312	3	Animales	
308-3-740-2	tschápur	tchapur; tschápur	fox	FOX	1312	3	Animales	
308-3-811-1	hebir	hebir	louse	LOUSE	1392	3	Animales	
308-3-812-1	cketchir	cketchir; ckitche	nit (louse egg)	NIT	267	3	Animales	
308-3-812-2	ckitche	cketchir; ckitche	nit (louse egg)	NIT	267	3	Animales	
308-3-815-1	pickar	pickar	scorpion	SCORPION	1538	3	Animales	
308-3-816-1	ckackma	ckackma	cockroach	COCKROACH	1575	3	Animales	
308-3-818-1	kuma	kuma	spider	SPIDER	843	3	Animales	
308-3-820-1	lulan	lulan	bee	BEE	665	3	Animales	Also means 'honey' 05.840.
308-3-823-1	cura	cura; curato	wasp	WASP	1517	3	Animales	
308-3-823-2	curato	cura; curato	wasp	WASP	1517	3	Animales	
308-3-830-1	pairi	pairi	fly	FLY (INSECT)	1504	3	Animales	
308-3-832-1	tchuckun	tchuckun; paire; tchuckur	mosquito	MOSQUITO	1509	3	Animales	
308-3-832-2	paire	tchuckun; paire; tchuckur	mosquito	MOSQUITO	1509	3	Animales	
308-3-832-3	tchuckur	tchuckun; paire; tchuckur	mosquito	MOSQUITO	1509	3	Animales	
308-3-840-1	ttockomar	ttockomar; tock-mar	worm	WORM	1219	3	Animales	
308-3-840-2	tock-mar	ttockomar; tock-mar	worm	WORM	1219	3	Animales	
308-3-920-1	tchocko	tchocko; [pilpinto]	butterfly	BUTTERFLY	1791	3	Animales	The latter is a loanword, prob. from Quechua 'pilpinta'.
308-3-920-2	pilpinto	tchocko; [pilpinto]	butterfly	BUTTERFLY	1791	3	Animales	The latter is a loanword, prob. from Quechua 'pilpinta'.
308-3-950-1	misckán	misckán; [ampatur]	frog	FROG	503	3	Animales	The latter prob. from Quechua 'hamppato'.
308-3-950-2	ampatur	misckán; [ampatur]	frog	FROG	503	3	Animales	The latter prob. from Quechua 'hamppato'.
308-3-960-1	tchalti	tchalti; chalte; challe	lizard	LIZARD	632	3	Animales	
308-3-960-2	chalte	tchalti; chalte; challe	lizard	LIZARD	632	3	Animales	
308-3-960-3	challe	tchalti; chalte; challe	lizard	LIZARD	632	3	Animales	
308-4-110-1	ckooli	ckooli	body	BODY	1480	4	El cuerpo	
308-4-120-1	ckati	ckati; cka-tir	skin, hide	SKIN	763	4	El cuerpo	
308-4-120-2	cka-tir	ckati; cka-tir	skin, hide	SKIN	763	4	El cuerpo	
308-4-140-1	mussur	mussur; musa	hair (head)	HAIR (HEAD)	2648	4	El cuerpo	
308-4-140-2	musa	mussur; musa	hair (head)	HAIR (HEAD)	2648	4	El cuerpo	
308-4-142-1	huntur	huntur; [suntia]	beard	BEARD	678	4	El cuerpo	The latter, prob. from Quechua 'sunka'.
308-4-142-2	suntia	huntur; [suntia]	beard	BEARD	678	4	El cuerpo	The latter, prob. from Quechua 'sunka'.
308-4-150-1	laari	laari; lay-ir; lari	blood	BLOOD	946	4	El cuerpo	The latter also means 'red' 15.560.
308-4-150-2	lay-ir	laari; lay-ir; lari	blood	BLOOD	946	4	El cuerpo	The latter also means 'red' 15.560.
308-4-150-3	lari	laari; lay-ir; lari	blood	BLOOD	946	4	El cuerpo	The latter also means 'red' 15.560.
308-4-160-1	mulur	mulur	bone	BONE	1394	4	El cuerpo	
308-4-162-1	ckarao	ckarao; ckarau; ckaru	rib	RIB	801	4	El cuerpo	
308-4-162-2	ckarau	ckarao; ckarau; ckaru	rib	RIB	801	4	El cuerpo	
308-4-162-3	ckaru	ckarao; ckarau; ckaru	rib	RIB	801	4	El cuerpo	
